Mobile Name,RAM GB,ROM GB,Ratings,Reviews,Stars,List Price,Sales Price
"Redmi 5A (Blue, 32 GB)",3 GB,32 GB,605616,65287,4.4,1180,6999
"Redmi 6A (Black, 16 GB)",2 GB,16 GB,53920,3724,4.3,1175,7399
"Redmi 6A (Gold, 16 GB)",2 GB,16 GB,53920,3724,4.3,,6999
"Redmi 8 (Onyx Black, 64 GB)",4 GB,64 GB,674638,50064,4.4,10999,9999
"Redmi 8 (Sapphire Blue, 64 GB)",4 GB,32 GB,674638,50064,4.4,10999,9999
"Redmi 8A (Midnight Black, 32 GB)",3 GB,32 GB,134978,10567,4.3,,7499
"Redmi 8A (Ocean Blue, 32 GB)",3 GB,32 GB,134962,10567,4.3,3299,7499
"Redmi 8A Dual (Midnight Grey, 32 GB)",2 GB,32 GB,43208,3267,4.3,679,8499
"Redmi 8A Dual (Midnight Grey, 32 GB)",3 GB,32 GB,12896,866,4.2,1110,8090
"Redmi 8A Dual (Midnight Grey, 32 GB)",3 GB,32 GB,974,71,4.3,7999,7790
"Redmi 8A Dual (Sea Blue, 32 GB)",2 GB,64 GB,1246,81,4.2,8320,8320
"Redmi 8A Dual (Sea Blue, 64 GB)",3 GB,64 GB,12901,866,4.2,1749,8699
"Redmi 8A Dual (Sea Blue, 64 GB)",3 GB,64 GB,974,71,4.3,9750,9750
"Redmi 8A Dual (Sky White, 32 GB)",2 GB,64 GB,1246,81,4.2,8499,8249
"Redmi 8A Dual (Sky White, 32 GB)",3 GB,32 GB,12901,866,4.2,,8999
"Redmi 9 (Carbon Black, 64 GB)",4 GB,64 GB,240,17,4.3,780,9117
"Redmi 9 (Sky Blue, 64 GB)",4 GB,64 GB,9937,609,4.2,9299,9142
"Redmi 9 Power (Blazing Blue, 128 GB)",4 GB,128 GB,3872,307,4.3,1119,12378
"Redmi 9 Power (Blazing Blue, 128 GB)",4 GB,128 GB,3872,307,4.3,1889,11999
"Redmi 9 Power (Blazing Blue, 128 GB)",6 GB,128 GB,187,13,4.3,,13439
"Redmi 9 Power (Blazing Blue, 64 GB)",4 GB,64 GB,3767,298,4.3,13999,10999
"Redmi 9 Power (Electric Green, 128 GB)",4 GB,128 GB,3872,307,4.3,1119,11999
"Redmi 9 Power (Electric Green, 128 GB)",6 GB,128 GB,3870,302,4,,12999
"Redmi 9 Power (Electric Green, 64 GB)",4 GB,64 GB,3872,307,4.3,13999,10999
"Redmi 9 Power (Fiery Red, 64 GB)",4 GB,64 GB,3873,307,4.3,16990,10999
"Redmi 9 Power (Mighty Black, 128 GB)",4 GB,128 GB,3873,307,4.3,1499,12299
"Redmi 9 Power (Mighty Black, 128 GB)",6 GB,128 GB,155,12,4.1,,12999
"Redmi 9 Power (Mighty Black, 64 GB)",4 GB,64 GB,3767,298,4.3,13999,10999
"Redmi 9 Prime (Matte Black, 128 GB)",4 GB,128 GB,71238,4812,4.4,,11789
"Redmi 9 Prime (Matte Black, 64 GB)",4 GB,64 GB,71603,4834,4.4,11999,9499
"Redmi 9 Prime (Mint Green, 128 GB)",4 GB,128 GB,71238,4812,4.4,15990,10999
"Redmi 9 Prime (Mint Green, 64 GB)",4 GB,64 GB,71238,4812,4.4,11999,9499
"Redmi 9 Prime (Space Blue, 64 GB)",4 GB,64 GB,71238,4812,4.4,11999,9499
"Redmi 9 Prime (Sunrise Flare, 128 GB)",4 GB,128 GB,71603,4834,4.4,,11849
"Redmi 9 Prime (Sunrise Flare, 64 GB)",4 GB,64 GB,71238,4812,4.4,11999,9499
"Redmi 9A (Midnight Black, 32 GB)",2 GB,32 GB,80653,7133,4.4,20490,7300
"Redmi 9A (Nature Green, 32 GB)",2 GB,32 GB,6344,352,4.3,59900,7451
"Redmi 9A (Nature Green, 32 GB)",3 GB,32 GB,3725,227,4.3,,7818
"Redmi 9A (Sea Blue, 32 GB)",3 GB,32 GB,3725,227,4.3,19999,7990
"Redmi 9A (Sea Blue, 32 GB)",3 GB,32 GB,3715,227,4.3,,7990
"Redmi 9A (SeaBlue, 32 GB)",2 GB,32 GB,6344,352,4.3,925,7419
"Redmi 9i (Midnight Black, 128 GB)",4 GB,128 GB,6344,352,4.3,12999,9299
"Redmi 9i (Midnight Black, 64 GB)",4 GB,64 GB,224444,12758,4.3,9999,7999
"Redmi 9i (Nature Green, 128 GB)",4 GB,128 GB,223992,12730,4.3,899,9299
"Redmi 9i (Nature Green, 64 GB)",4 GB,64 GB,224444,12758,4.3,9999,7999
"Redmi 9i (Sea Blue, 128 GB)",4 GB,128 GB,224446,12759,4.3,,10999
"Redmi 9i (Sea Blue, 64 GB)",4 GB,64 GB,224444,12758,4.3,9999,7999
"Redmi Go (Black, 8 GB)",1 GB,8 GB,165953,13261,4.3,14999,4499
"Redmi Note 10 (Aqua Green, 128 GB)",6 GB,128 GB,36457,2831,4.6,14999,16796
"Redmi Note 10 (Aqua Green, 128 GB)",6 GB,128 GB,9937,609,4.2,779,16499
"Redmi Note 10 (Shadow Black, 128 GB)",6 GB,128 GB,1835,129,4.2,779,15925
"Redmi Note 10 Pro Max (Dark Night, 128 GB)",6 GB,128 GB,158590,15565,4.5,759,21900
"Redmi Note 10 Pro Max (Glacial Blue, 128 GB)",6 GB,128 GB,5924,564,3.9,1499,21900
"Redmi Note 10 Pro Max (Vintage Bronze, 128 GB)",6 GB,128 GB,2143,229,3.9,17990,21900
"Redmi Note 8 (Cosmic Purple, 64 GB)",4 GB,64 GB,49504,3632,4.4,,12739
"Redmi Note 8 (Moonlight White, 64 GB)",4 GB,64 GB,49504,3632,4.4,,12988
"Redmi Note 8 (Neptune Blue, 64 GB)",4 GB,64 GB,49486,3632,4.4,957,12644
"Redmi Note 8 Pro (Electric Blue, 128 GB)",6 GB,64 GB,55815,4614,4.4,17999,16999
"Redmi Note 8 Pro (Halo White, 128 GB)",6 GB,64 GB,55815,4614,4.4,17999,16999
"Redmi Note 8 Pro (Shadow Black, 128 GB)",6 GB,128 GB,80619,6974,4.4,1299,17999
"Redmi Note 8 Pro (Shadow Black, 128 GB)",6 GB,128 GB,55815,4614,4.4,17999,16999
"Redmi Note 8 Pro (Shadow Black, 128 GB)",8 GB,128 GB,11931,1041,4.4,,19999
"Redmi Note 8 Pro (Shadow Black, 128 GB)",8 GB,128 GB,7137,621,4.4,19999,18999
"Redmi Note 9 (Aqua Green, 128 GB)",4 GB,128 GB,17411,1304,4.3,,13211
"Redmi Note 9 (Aqua Green, 64 GB)",4 GB,64 GB,17436,1305,4.3,23368,11349
"Redmi Note 9 (Aqua Green, 64 GB)",4 GB,64 GB,17436,1305,4.3,1412,11349
"Redmi Note 9 (Arctic White, 128 GB)",4 GB,128 GB,17436,1305,4.3,12390,13318
"Redmi Note 9 (Arctic White, 128 GB)",4 GB,128 GB,17436,1305,4.3,12390,13318
"Redmi Note 9 (Arctic White, 64 GB)",4 GB,64 GB,17436,1305,4.3,,11599
"Redmi Note 9 (Arctic White, 64 GB)",4 GB,64 GB,17411,1304,4.3,759,11620
"Redmi Note 9 (Pebble Grey, 128 GB)",4 GB,128 GB,17436,1305,4.3,16499,13139
"Redmi Note 9 (Pebble Grey, 128 GB)",4 GB,128 GB,17436,1305,4.3,12431,13139
"Redmi Note 9 (Pebble Grey, 64 GB)",4 GB,64 GB,17436,1305,4.3,37990,11697
"Redmi Note 9 (Scarlet Red, 128 GB)",4 GB,128 GB,17411,1304,4.3,18790,14350
"Redmi Note 9 (Scarlet Red, 128 GB)",6 GB,128 GB,2710,183,4.3,18999,16499
"Redmi Note 9 (Scarlet Red, 128 GB)",6 GB,128 GB,2710,183,4.3,10999,16499
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",4 GB,128 GB,18211,1299,4.4,,14799
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",4 GB,128 GB,18180,1294,4.4,11999,14799
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",6 GB,128 GB,18211,1299,4,,14999
"Redmi Note 9 Pro (Aurora Blue, 64 GB)",4 GB,64 GB,18211,1299,4.4,15980,13970
"Redmi Note 9 Pro (Champagne Gold, 128 GB)",4 GB,128 GB,18211,1299,4.4,799,15999
"Redmi Note 9 Pro (Glacier White, 128 GB)",4 GB,128 GB,18180,1294,4.4,25990,14598
"Redmi Note 9 Pro (Glacier White, 64 GB)",4 GB,64 GB,18211,1299,4.4,905,13410
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",4 GB,128 GB,18211,1299,4.4,1599,14351
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",4 GB,128 GB,18211,1299,4.4,919,14338
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",6 GB,128 GB,18211,1299,5,,14999
"Redmi Note 9 Pro (Interstellar Black, 64 GB)",4 GB,64 GB,18211,1299,4.4,,13190
"Redmi Note 9 Pro Max (Aurora Blue, 64 GB)",6 GB,64 GB,23474,1899,4.4,,16890
"Redmi Note 9 Pro Max (Champagne Gold, 128 GB)",6 GB,128 GB,23336,1884,4.4,,18345
"Redmi Note 9 Pro Max (Champagne Gold, 64 GB)",6 GB,64 GB,23474,1899,4.4,18999,14999
"Redmi Note 9 Pro Max (Glacier White, 128 GB)",6 GB,128 GB,67623,8034,4.3,,18499
"Redmi Note 9 Pro Max (Glacier White, 64 GB)",6 GB,64 GB,23336,1884,4.4,1349,16990
"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)",6 GB,128 GB,23474,1899,4.4,,19799
"Redmi Note 9 Pro Max (Interstellar Black, 64 GB)",6 GB,64 GB,23474,1899,4.4,18999,14999
Rokea R222,256 MB,32 MB,39,7,3.4,,799
Salora Atom,32 MB,32 MB,342,33,3.8,10999,599
Salora Atom,32 MB,32 MB,115,230,3.9,,599
Salora Vishaal,32 MB,32 MB,26,2,3.8,20990,924
Salora Vishaal,32 MB,32 MB,26,2,3.8,,924
"SAMSUNG Galaxy A10s (Black, 32 GB)",3 GB,32 GB,2222,178,4.3,29999,10899
"SAMSUNG Galaxy A12 (Black, 128 GB)",4 GB,128 GB,363,31,4.2,,13999
"SAMSUNG Galaxy A12 (Black, 64 GB)",4 GB,64 GB,358,31,4.2,13999,12999
"SAMSUNG Galaxy A12 (Blue, 128 GB)",4 GB,128 GB,363,31,4.2,13999,13999
"SAMSUNG Galaxy A12 (Blue, 64 GB)",4 GB,64 GB,363,31,4.2,,12999
"SAMSUNG Galaxy A12 (White, 128 GB)",4 GB,128 GB,358,31,4.2,,13999
"SAMSUNG Galaxy A12 (White, 64 GB)",4 GB,64 GB,358,31,4.2,13999,12999
"SAMSUNG Galaxy A12 (White, 64 GB)",4 GB,64 GB,363,31,4.2,13999,12999
"SAMSUNG Galaxy A21s (Black, 128 GB)",6 GB,128 GB,6204,577,4.2,,17499
"SAMSUNG Galaxy A21s (Black, 64 GB)",4 GB,64 GB,16057,1546,4.2,17999,13999
"SAMSUNG Galaxy A21s (Black, 64 GB)",6 GB,64 GB,6204,577,4.2,,14999
"SAMSUNG Galaxy A21s (Blue, 128 GB)",6 GB,128 GB,6204,577,4.2,769,17499
"SAMSUNG Galaxy A21s (Blue, 64 GB)",4 GB,64 GB,16090,1549,4.2,17999,13999
"SAMSUNG Galaxy A21s (Silver, 128 GB)",6 GB,128 GB,6204,577,4.2,,17499
"SAMSUNG Galaxy A21s (White, 64 GB)",4 GB,64 GB,16057,1546,4.2,13999,13999
"SAMSUNG Galaxy A31 (Prism Crush Black, 128 GB)",6 GB,128 GB,8219,782,4.3,14999,17999
"SAMSUNG Galaxy A31 (Prism Crush White, 128 GB)",6 GB,128 GB,8206,782,4.3,13999,17999
"SAMSUNG Galaxy A32 (Awesome Black, 128 GB)",6 GB,128 GB,32,3,4.6,20990,21999
"SAMSUNG Galaxy A51 (Haze Crush Silver, 128 GB)",6 GB,128 GB,8719,1039,4.3,25999,20999
"SAMSUNG Galaxy A51 (Haze Crush Silver, 128 GB)",8 GB,128 GB,3073,294,4.3,29999,22499
"SAMSUNG Galaxy A51 (Prism Crush Black, 128 GB)",6 GB,128 GB,8719,1039,4.3,11999,20999
"SAMSUNG Galaxy A51 (Prism Crush Black, 128 GB)",8 GB,128 GB,3071,293,4.3,829,22499
"SAMSUNG Galaxy A51 (Prism Crush Blue, 128 GB)",6 GB,128 GB,8708,1039,4.3,1079,20999
"SAMSUNG Galaxy A51 (Prism Crush Blue, 128 GB)",8 GB,128 GB,3073,294,4.3,,22499
"SAMSUNG Galaxy A71 (Haze Crush Silver, 128 GB)",8 GB,128 GB,5811,724,4.4,34999,29499
"SAMSUNG Galaxy A71 (Prism Crush Blue, 128 GB)",8 GB,128 GB,5811,724,4.4,1499,27999
"SAMSUNG Galaxy A71 (Prism Crush Blue, 128 GB)",8 GB,128 GB,5808,724,4.4,,27999
"SAMSUNG Galaxy F41 (Fusion Black, 128 GB)",6 GB,128 GB,240883,28860,4.3,20999,16499
"SAMSUNG Galaxy F41 (Fusion Black, 64 GB)",6 GB,64 GB,240883,28860,4.3,19999,15999
"SAMSUNG Galaxy F41 (Fusion Blue, 128 GB)",6 GB,128 GB,240883,28860,4.3,20999,16499
"SAMSUNG Galaxy F41 (Fusion Blue, 64 GB)",6 GB,64 GB,9,0,4,6499,15999
"SAMSUNG Galaxy F41 (Fusion Green, 128 GB)",6 GB,128 GB,240883,28860,4.3,20999,16499
"SAMSUNG Galaxy F41 (Fusion Green, 64 GB)",6 GB,64 GB,240883,28860,4.3,19999,15999
"SAMSUNG Galaxy F62 (Laser Blue, 128 GB)",6 GB,128 GB,6352,1031,4.3,1399,23999
"SAMSUNG Galaxy F62 (Laser Blue, 128 GB)",8 GB,128 GB,3224,524,4.3,31999,25999
"SAMSUNG Galaxy F62 (Laser Green, 128 GB)",6 GB,128 GB,279,14,4.3,7999,23999
"SAMSUNG Galaxy F62 (Laser Grey, 128 GB)",6 GB,128 GB,513,35,4.2,,23999
"SAMSUNG Galaxy F62 (Laser Grey, 128 GB)",8 GB,128 GB,3224,524,4.3,944,25999
"SAMSUNG Galaxy M01 (Black, 32 GB)",3 GB,32 GB,80653,7133,4.4,1999,7816
"SAMSUNG Galaxy M01 (Blue, 32 GB)",3 GB,32 GB,61,5,4.1,,7931
"SAMSUNG Galaxy M01s (Gray, 32 GB)",3 GB,32 GB,1501,20876,3.6,,9699
"SAMSUNG Galaxy M01s  (Light Blue, 32 GB)",3 GB,32 GB,469,24,4.2,,9319
"SAMSUNG Galaxy M02 (Black, 32 GB)",2 GB,32 GB,115,11,4.2,8999,7446
"SAMSUNG Galaxy M02 (Blue, 32 GB)",2 GB,32 GB,118,11,4.2,930,7411
"SAMSUNG Galaxy M02 (Gray, 32 GB)",3 GB,32 GB,105,13,4,11499,8184
"SAMSUNG Galaxy M02 (Red, 32 GB)",2 GB,32 GB,33,3,3.8,,7563
"SAMSUNG Galaxy M11 (Black, 32 GB)",3 GB,32 GB,9838,824,4.2,18999,10675
"SAMSUNG Galaxy M11 (Metallic Blue, 64 GB)",4 GB,64 GB,6291,511,4.2,1354,11195
"SAMSUNG Galaxy M11 (Violet, 64 GB)",4 GB,64 GB,6291,511,4.2,24990,10995
"SAMSUNG Galaxy M21 (Midnight Blue, 64 GB)",4 GB,64 GB,5941,455,4.3,1999,14459
"SAMSUNG Galaxy M21 (Raven Black, 128 GB)",6 GB,128 GB,1268,92,4.2,39900,15499
"SAMSUNG Galaxy M31 (Ocean Blue, 128 GB)",8 GB,128 GB,662,42,4.3,11979,21490
"SAMSUNG Galaxy M31 (Ocean Blue, 128 GB)",8 GB,128 GB,661,42,4.3,,19398
"SAMSUNG Galaxy M31 (Ocean Blue, 64 GB)",6 GB,64 GB,80653,7133,4.4,1255,15460
"SAMSUNG Galaxy M31 (Space Black, 128 GB)",6 GB,128 GB,7974,638,4.3,16200,18888
"SAMSUNG Galaxy M40 (Midnight Blue, 128 GB)",6 GB,128 GB,1150,77,4.2,9999,16999
"SAMSUNG Galaxy M51 (Celestial Black, 128 GB)",8 GB,128 GB,277,23,4.3,,25450
"SAMSUNG GALAXY M51 (ELECTRIC BLUE, 128 GB)",6 GB,128 GB,771,58,4.3,28990,22899
SAMSUNG Guru 1200,153 MB,153 MB,151745,13705,4.3,14500,1364
SAMSUNG Guru 1200,153 MB,153 MB,151745,13705,4.3,18999,1323
SAMSUNG Guru 1200,153 MB,153 MB,151745,13705,4.3,1410,1150
SAMSUNG Guru FM Plus,4 MB,128 MB,21692,2009,4.2,3999,1573
SAMSUNG Guru FM Plus,4 MB,128 MB,21692,2009,4.2,1570,1569
SAMSUNG Guru FM Plus,4 MB,128 MB,21692,2009,4.2,,1567
SAMSUNG Guru FM Plus,4 MB,128 MB,21684,2008,4.2,919,1573
SAMSUNG Guru FM Plus SM-B110E/D,4 MB,128 MB,54274,5604,4.3,18990,1449
SAMSUNG Guru FM Plus SM-B110E/D,4 MB,128 MB,54274,5604,4.3,1662,1449
SAMSUNG Guru FM Plus SM-B110E/D,4 MB,128 MB,1384,91,4.4,10999,1449
SAMSUNG Guru GT,153 MB,153 MB,3095,263,4.1,,1349
SAMSUNG Guru Music 2,8 GB,0 GB,166530,16289,4.3,19999,1888
SAMSUNG Guru Music 2,8 GB,0 GB,166530,16289,4.3,1950,1710
SAMSUNG Guru Music 2,8 GB,0 GB,166530,16289,4.3,,1710
SAMSUNG Guru Music 2,8 GB,0 GB,166490,16285,4.3,23999,1887
SAMSUNG Guru Music 2 SM-B310E,8 GB,0 GB,5588,437,4.2,2499,1860
"SAMSUNG M01 core (Black, 16 GB)",1 GB,16 GB,5569,457,4,759,5087
"SAMSUNG M01 core (Black, 32 GB)",2 GB,32 GB,5598,498,3.9,18989,6067
"SAMSUNG M01 core (Blue, 16 GB)",1 GB,16 GB,5569,457,4,5259,5258
"SAMSUNG M01 core (Blue, 32 GB)",2 GB,32 GB,1544,21444,5,,6199
"SAMSUNG M01 core (Red, 16 GB)",1 GB,16 GB,5569,457,4,11999,5246
"SAMSUNG M01 core (Red, 32 GB)",2 GB,32 GB,5584,496,3.9,21990,6137
"SAMSUNG M02s (Black, 32 GB)",3 GB,32 GB,89,3,4.1,12999,9265
"SAMSUNG M02s (Black, 32 GB)",3 GB,32 GB,86,2,4.1,,9265
"SAMSUNG M02s (Black, 64 GB)",4 GB,64 GB,156,12,4.1,11490,10313
"SAMSUNG M02s (Blue, 32 GB)",3 GB,32 GB,89,3,4.1,,9323
"SAMSUNG M02s (Blue, 64 GB)",4 GB,64 GB,18455,1613,4.1,,10339
"SAMSUNG M02s (Red, 32 GB)",3 GB,32 GB,255284,27873,4.5,1420,9710
"SAMSUNG M02s (Red, 64 GB)",4 GB,64 GB,156,12,4.1,15999,10849
"SAMSUNG M31 Prime (Space Black, 128 GB)",6 GB,128 GB,482,42,4.4,11975,16880
"SAMSUNG M31s (Mirage Blue, 128 GB)",8 GB,128 GB,144,8,4.2,,21630
SAMSUNG Metro 313,4 MB,2.27 MB,1720,158,4.2,54900,2340
SAMSUNG Metro 313,4 MB,2.27 MB,1720,158,4.2,,2340
SAMSUNG Metro 313 Dual Sim,10 MB,2 MB,11148,1028,4.3,24990,2295
SAMSUNG Metro 313 Dual Sim,10 MB,2 MB,11148,1028,4.3,16499,2295
SAMSUNG Metro 313 Dual Sim,16 MB,2 MB,12157,1258,4.2,,2315
SAMSUNG Metro 313 Dual Sim,4 MB,2.27 MB,20153,2182,4.3,,2266
Snexian BOLD 511,32 MB,32 MB,80,8,3.7,20500,999
Snexian GURU 312,32 MB,32 MB,374,35,3.5,13999,610
Snexian guru 5500,32 MB,32 MB,198,17,3.9,9985,899
Snexian Rock,32 MB,32 MB,8525,573,4,14999,1349
Snexian Rock,32 MB,32 MB,8525,573,4,,1349
Snexian Rock,32 MB,32 MB,8525,573,4,1999,1299
Snexian Rock,32 MB,32 MB,8525,573,4,1581,1299
Snexian Rock,32 MB,32 MB,8525,573,4,999,1285
Snexian Rock,32 MB,32 MB,8525,573,4,,1285
Snexian Rock,32 MB,32 MB,8520,572,4,2499,1349
Snexian Rock,32 MB,32 MB,8520,572,4,,1349
Ssky S-20 Eco,32 MB,64 MB,23,1,3.8,,749
"Tecno Camon 15 (Dark Jade, 64 GB)",4 GB,64 GB,29091,2835,4.4,7999,9999
"Tecno Camon 15 (Fascinating Purple, 64 GB)",4 GB,32 GB,2219,238,4.2,12499,11499
"Tecno Camon 15 (SHOAL GOLD, 64 GB)",4 GB,32 GB,2219,238,4.2,12499,11499
"Tecno Camon 15 (SHOAL GOLD, 64 GB)",4 GB,64 GB,9760,961,4.2,20490,9999
"Tecno Camon 15 (SHOAL GOLD, 64 GB)",4 GB,64 GB,9744,959,4.2,17999,9999
"Tecno Camon 16 (Cloud White, 64 GB)",4 GB,64 GB,3888,392,4.3,29999,11499
"Tecno Camon 16 (Purist Blue, 64 GB)",4 GB,64 GB,3888,392,4.3,13999,11499
"Tecno POVA (Dazzle Black, 128 GB)",6 GB,128 GB,928,102,4.2,6162,12499
"Tecno POVA (Magic Blue, 128 GB)",6 GB,128 GB,928,102,4.2,16930,12499
"Tecno POVA (Magic Blue, 64 GB)",4 GB,64 GB,3812,425,4.3,12499,10499
"Tecno POVA (Speed Purple, 128 GB)",6 GB,128 GB,926,102,4.2,,12499
"Tecno POVA (Speed Purple, 64 GB)",4 GB,64 GB,3824,428,4.3,27990,10499
"Tecno Spark 5 Pro (Ice Jadeite, 64 GB)",4 GB,64 GB,80,7,3.9,1749,10155
"Tecno Spark 6 Go (Aqua Blue, 64 GB)",4 GB,64 GB,2899,138,4.3,9999,8699
"Tecno Spark 6 Go (Ice Jadeite, 64 GB)",4 GB,64 GB,2899,138,4.3,15490,8699
"Tecno Spark 6 Go (Mystery White, 64 GB)",4 GB,64 GB,2899,138,4.3,9999,8699
"Tecno Spark Go 2020 (Aqua Blue, 32 GB)",2 GB,32 GB,19122,1191,4.4,,6999
"Tecno Spark Go 2020 (Ice jadeite, 32 GB)",2 GB,32 GB,39240,3772,4.3,,6999
"Tecno Spark Go 2020 (Mystery White, 32 GB)",2 GB,32 GB,39240,3772,4.3,,6999
"Tecno Spark Power 2 (Ice Jadeite, 64 GB)",4 GB,64 GB,67623,8034,4.3,1349,9999
"Tecno Spark Power 2 (Misty Grey, 64 GB)",4 GB,4 GB,9603,1157,4.4,11999,9999
"Tecno Spark Power 2 (Misty Grey, 64 GB)",4 GB,64 GB,118,11,4.2,,9999
"Tecno Spark Power 2 Air (Cosmic Shine, 32 GB)",3 GB,32 GB,15593,1356,4.3,9999,8499
"Tecno Spark Power 2 Air (Ice Jadeite, 32 GB)",3 GB,32 GB,15593,1356,4.3,9999,8499
Tork T13 Banana,32 MB,32 MB,501,42,4,,849
Tork T13 Banana,32 MB,32 MB,501,42,4,,849
Tork T13 Banana,32 MB,32 MB,501,42,4,,799
Tork T13 Banana,32 MB,32 MB,501,42,4,,799
Tork T19 Shine,32 MB,32 MB,110,13,3.9,19990,1349
Tork T27 Power,32 MB,32 MB,200,17,3.5,,1149
Tork T3,32 MB,32 MB,109,9,3.7,26999,899
Tork X9,32 MB,32 MB,3897,456,3.7,,1198
UiSmart Ui06,512 MB,32 MB,9,0,3.1,9385,1390
UiSmart Ui06,512 MB,32 MB,9,0,3.1,1877,1390
UiSmart Ui-06,512 MB,256 MB,340,22,3.8,,1390
UiSmart Ui-06,512 MB,256 MB,340,22,3.8,,1390
"ViVO S1 (Diamond Black, 128 GB)",6 GB,128 GB,2584,193,4.4,,19990
"ViVO S1 (Skyline Blue, 128 GB)",4 GB,128 GB,11590,842,4.5,,16990
"ViVO S1 Pro (Dreamy White, 128 GB)",8 GB,128 GB,31000,2519,4.4,,18990
"ViVO S1 Pro (Dreamy White, 128 GB)",8 GB,128 GB,30972,2517,4.4,20990,18990
"ViVO S1 Pro (Jazzy Blue, 128 GB)",8 GB,128 GB,39240,3772,4.3,,18990
"ViVO S1 Pro (Mystic Black, 128 GB)",8 GB,128 GB,54274,5604,4.3,21990,18990
"Vivo S1 Pro (Mystic Black, 128 GB)",8 GB,128 GB,11571,891,4.4,20990,19990
"Vivo U10 (Electric Blue, 32 GB)",3 GB,128 GB,34333,2395,4.4,10990,10990
"Vivo U10 (Thunder Black, 32 GB)",3 GB,64 GB,34333,2395,4.4,10990,10990
"ViVO V17Pro (Glacier Ice White, 128 GB)",8 GB,128 GB,7488,623,4.5,,29499
"ViVO V19 (Mystic Silver, 256 GB)",8 GB,256 GB,12687,1300,4.4,,27990
"ViVO V19 (Piano Black, 256 GB)",8 GB,256 GB,12684,1300,4.4,1099,27990
"ViVO V20 (Midnight Jazz, 128 GB)",8 GB,128 GB,20879,2342,4.3,990,24990
"ViVO V20 (Midnight Jazz, 256 GB)",8 GB,256 GB,20879,2342,4.3,12999,27990
"ViVO V20 (Sunset Melody, 128 GB)",8 GB,128 GB,20868,2341,4.3,1449,24990
"ViVO V20 (Sunset Melody, 256 GB)",8 GB,256 GB,20879,2342,4.3,,27990
"ViVO V20 2021 (Midnight Jazz, 128 GB)",8 GB,128 GB,1468,156,4.4,1099,24990
"ViVO V20 2021 (Midnight Jazz, 256 GB)",8 GB,256 GB,1468,156,4.4,6499,27990
"ViVO V20 2021 (Sunset Melody, 128 GB)",8 GB,128 GB,1481,157,4.4,7949,24990
"ViVO V20 2021 (Sunset Melody, 128 GB)",8 GB,128 GB,1468,156,4.4,1099,24990
"ViVO V20 2021 (Sunset Melody, 256 GB)",8 GB,256 GB,1468,156,4.4,739,27990
"ViVO V20 Pro (Midnight Jazz, 128 GB)",8 GB,128 GB,5692,600,4.4,34990,29990
"ViVO V20 Pro (Sunset Melody, 128 GB)",8 GB,128 GB,5692,600,4.4,34990,29990
"ViVO V20 SE (Aquamarine Green, 128 GB)",8 GB,128 GB,3326,259,4.3,44900,19990
"ViVO V20 SE (Gravity Black, 128 GB)",8 GB,128 GB,3326,259,4.3,1109,19990
"ViVO Y11 (Agate Red, 32 GB)",3 GB,32 GB,16262,1126,4.3,1719,9490
"Vivo Y11 (Agate Red, 32 GB)",3 GB,64 GB,4744,268,4.4,9990,9990
"Vivo Y11 (Mineral Blue, 32 GB)",3 GB,128 GB,4744,268,4.4,9990,9990
"ViVO Y11 (Mineral Blue, 32 GB)",3 GB,32 GB,16262,1126,4.3,9990,9490
"Vivo Y12 (Aqua Blue, 64 GB)",3 GB,64 GB,13266,981,4.4,13990,10990
"Vivo Y12 (Burgundy Red, 64 GB)",3 GB,16 GB,13266,981,4.4,13990,10990
"ViVO Y12s (Glacier Blue, 32 GB)",3 GB,32 GB,2745,164,4.3,1999,9990
"ViVO Y12s (Phantom Black, 32 GB)",3 GB,32 GB,2745,164,4.3,13990,9990
"Vivo Y15 (Aqua Blue, 64 GB)",4 GB,64 GB,20969,1505,4.4,15990,12990
"Vivo Y15 (Burgundy Red, 64 GB)",4 GB,64 GB,20969,1505,4.4,15990,12990
"ViVO Y20 (Obsidian Black, 64 GB)",4 GB,64 GB,14024,831,4.4,3999,12990
"ViVO Y20 (Purist Blue, 64 GB)",4 GB,64 GB,14024,831,4.4,11999,13990
"ViVO Y20A (Dawn White, 64 GB)",3 GB,64 GB,288,21,4.4,15490,11490
"ViVO Y20A (Nebula Blue, 64 GB)",3 GB,64 GB,288,21,4.4,14999,11490
"ViVO Y20G (Obsidian Black, 128 GB)",6 GB,128 GB,206,15,4.4,18990,14990
"ViVO Y20G (Obsidian Black, 64 GB)",4 GB,64 GB,166,15,4.1,13990,12990
"ViVO Y20G (Purist Blue, 128 GB)",6 GB,128 GB,206,15,4.4,,14990
"ViVO Y20i (Dawn White, 64 GB)",3 GB,64 GB,7235,508,4.3,15490,11490
"ViVO Y20i (Nebula Blue, 64 GB)",3 GB,64 GB,7235,508,4.3,15490,11490
"Vivo Y30 (Dazzle Blue, 128 GB)",4 GB,128 GB,604,44,4.3,18990,14990
