Mobile Name,RAM GB,ROM GB,Ratings,Reviews,Stars,List Price,Sales Price
"MOTOROLA E7 Power (Coral Red, 32 GB)",2 GB,32 GB,109,10,4.2,2099,7499
"MOTOROLA E7 Power (Coral Red, 64 GB)",4 GB,64 GB,8096,828,4.1,11999,8299
"MOTOROLA E7 Power (Tahiti Blue, 32 GB)",2 GB,32 GB,109,10,4.2,24999,7499
"MOTOROLA E7 Power (Tahiti Blue, 64 GB)",4 GB,64 GB,8096,828,4.1,11999,8299
"MOTOROLA G10 Power (Aurora Grey, 64 GB)",4 GB,64 GB,888,112,4.3,12999,9999
"MOTOROLA G10 Power (Breeze Blue, 64 GB)",4 GB,64 GB,888,112,4.3,12999,9999
"MOTOROLA G30 (Dark Pearl, 64 GB)",4 GB,64 GB,993,139,4.2,14999,10999
"MOTOROLA G30 (Pastel Sky, 64 GB)",4 GB,64 GB,993,139,4.2,14999,10999
"Motorola G8 Power Lite (Arctic Blue, 64 GB)",4 GB,64 GB,27992,2199,4.4,9999,9499
"Motorola G8 Power Lite (Arctic Blue, 64 GB)",4 GB,64 GB,27992,2199,4.4,9999,9499
"Motorola G8 Power Lite (Royal Blue, 64 GB)",4 GB,64 GB,27992,2199,4.4,9999,9499
"MOTOROLA G9 (Sapphire Blue, 64 GB)",4 GB,64 GB,41764,4419,4.2,,10999
"MOTOROLA G9 Power (Electric Violet, 64 GB)",4 GB,64 GB,19949,2079,4.1,15999,11999
MTR Ferrari,64 MB,64 MB,3965,294,4.1,,1199
MTR Ferrari,64 MB,64 MB,3965,294,4.1,,1199
MTR Ferrari,64 MB,64 MB,3965,294,4.1,,1199
MU M370,32 MB,32 MB,57,4,3.5,759,935
MU M5000,32 MB,32 MB,227,36,3.9,1187,1099
MU M5000,32 MB,32 MB,227,36,3.9,,1099
Muphone M 230,64 MB,64 MB,115,7,4,,1199
Muphone M380,32 MB,32 MB,60,7,4.1,1099,899
Nokia 105 DS,4 MB,4 MB,16484,1725,4.2,54900,1299
Nokia 105 DS 2020,4 MB,4 MB,11518,917,4.2,17990,1322
Nokia 105 DS 2020,4 MB,4 MB,11518,917,4.2,,1295
Nokia 105 DS 2020,4 MB,4 MB,11513,915,4.2,894,1322
Nokia 105 SS,4 GB,64 GB,75730,7229,4.3,1299,1299
Nokia 105 SS 2020,4 MB,4 MB,50627,4034,4.3,1154,1145
Nokia 105 SS 2020,4 MB,4 MB,50627,4034,4.3,1153,1145
Nokia 105 SS 2020,4 MB,4 MB,50627,4034,4.3,12999,1135
Nokia 110 DS 2020,4 MB,4 MB,8374,667,4,1593,1570
Nokia 110 DS 2020,4 MB,4 MB,8356,666,4,18999,1615
Nokia 125 DS 2020,4 MB,4 MB,2925,358,4,15999,1999
Nokia 125 DS 2020,4 MB,4 MB,2784,194,4,,1999
Nokia 150 DS 2020,4 MB,4 MB,7555,588,4.1,18999,2289
Nokia 150 DS 2020,4 MB,4 MB,187,13,4.3,8299,2260
"Nokia 2.4 (Dusk Purple, 64 GB)",3 GB,64 GB,442,46,4.1,1420,10399
"Nokia 2.4 (Fjord Blue, 64 GB)",3 GB,64 GB,442,46,4.1,8499,10399
Nokia 216 DS 2020,16 MB,4 GB,42566,4718,4.2,1325,2899
Nokia 216 DS 2020,16 MB,4 GB,42575,4718,4.2,17990,2779
Nokia 225,8 MB,32 MB,6587,511,4,19990,3499
"Nokia 3.4 (Dusk, 64 GB)",4 GB,64 GB,44,5,4.1,29999,11999
"Nokia 3.4 (Fjord, 64 GB)",4 GB,64 GB,44,5,4.1,1581,11999
Nokia 3310 DS 2020,1 GB,16 MB,29811,3243,3.8,,3589
Nokia 3310 DS 2020,1 GB,16 MB,29811,3243,3.8,18990,3510
Nokia 5310 DS 2020,8 MB,16 MB,5282,347,4.2,,3317
Nokia 5310 DS 2020,8 MB,16 MB,5282,347,4.2,31999,3289
Nokia TA-1010/105,4 MB,4 MB,38243,3228,4.3,1159,1150
Nokia TA-1174 / TA-1299,4 MB,4 MB,44916,4585,4.2,9999,1339
"OPPO A11K (Deep Blue, 32 GB)",2 GB,32 GB,5033,396,4.2,860,8490
"OPPO A11K (Flowing Silver, 32 GB)",2 GB,32 GB,5034,396,4.2,10990,8490
"OPPO A12 (Black, 32 GB)",3 GB,32 GB,26710,1978,4.3,10990,8990
"OPPO A12 (Black, 32 GB)",3 GB,32 GB,10388,761,4.3,10990,9990
"OPPO A12 (Black, 64 GB)",4 GB,64 GB,11971,605,4.4,822,11490
"OPPO A12 (Black, 64 GB)",4 GB,64 GB,666,32,4.4,11990,11490
"OPPO A12 (Blue, 32 GB)",3 GB,32 GB,26710,1978,4.3,10990,8990
"OPPO A12 (Blue, 32 GB)",3 GB,64 GB,10388,761,4.3,10990,9990
"OPPO A12 (Blue, 64 GB)",4 GB,64 GB,11972,605,4.4,11990,11490
"OPPO A12 (Blue, 64 GB)",4 GB,64 GB,666,32,4.4,11990,11490
"OPPO A12 (Deep Blue, 32 GB)",3 GB,32 GB,26710,1978,4.3,10990,8990
"OPPO A12 (Deep Blue, 64 GB)",4 GB,64 GB,11971,605,4.4,1662,11990
"OPPO A12 (Flowing Silver, 32 GB)",3 GB,32 GB,26710,1978,4.3,10990,8990
"OPPO A12 (Flowing Silver, 64 GB)",4 GB,64 GB,20630,2186,4.3,,11990
"OPPO A15 (Dynamic Black, 32 GB)",2 GB,32 GB,74,6,4,9490,7687
"OPPO A15 (Dynamic Black, 32 GB)",3 GB,32 GB,204,10,4.3,9989,8990
"OPPO A15 (Mystery Blue, 32 GB)",2 GB,32 GB,74,6,4,,9438
"OPPO A15 (Mystery Blue, 32 GB)",3 GB,32 GB,204,10,4.3,9990,9443
"OPPO A15 (Rainbow Silver, 32 GB)",2 GB,32 GB,74,6,4,,9449
"OPPO A15 (Rainbow Silver, 32 GB)",3 GB,32 GB,204,10,4.3,,9965
"OPPO A15s (Dynamic Black, 64 GB)",4 GB,64 GB,107,4,4.4,,10990
"OPPO A15s (Rainbow Silver, 128 GB)",4 GB,128 GB,107,4,4.4,,12490
"OPPO A15S (Rainbow Silver, 64 GB)",4 GB,64 GB,107,4,4.4,,11490
"OPPO A1K (Red, 32 GB)",2 GB,32 GB,13059,842,4.3,6499,7990
"OPPO A31 (Fantasy White, 128 GB)",6 GB,128 GB,20999,1329,4.3,,13387
"OPPO A31 (Fantasy White, 64 GB)",4 GB,64 GB,18532,1285,4.3,12999,11848
"OPPO A31 (Fantasy White, 64 GB)",4 GB,64 GB,9454,665,4.3,12990,12490
"OPPO A31 (Lake Green, 128 GB)",6 GB,128 GB,21011,1330,4.3,25999,14990
"OPPO A31 (Lake Green, 64 GB)",4 GB,64 GB,18526,1285,4.3,,11988
"OPPO A31 (Mystery Black, 64 GB)",4 GB,32 GB,9454,665,4.3,12990,12490
"OPPO A33 (Mint Cream, 32 GB)",3 GB,32 GB,240,17,4.3,7929,10990
"OPPO A33 (Moonlight Black, 32 GB)",3 GB,32 GB,1835,129,4.2,,10990
"OPPO A5 2020 (Mirror Black, 64 GB)",3 GB,64 GB,2885,230,4.4,,12799
"OPPO A52 (Stream White, 128 GB)",4 GB,128 GB,44231,3109,4.4,,13690
"OPPO A52 (Stream White, 128 GB)",8 GB,128 GB,120,11,4.3,5999,18888
"OPPO A52 (Twilight Black, 128 GB)",4 GB,128 GB,44231,3109,4.4,15999,14990
"OPPO A52 (Twilight Black, 128 GB)",6 GB,128 GB,3704,288,4.3,16900,16499
"OPPO A52 (Twilight Black, 128 GB)",8 GB,128 GB,120,11,4.3,,18990
"OPPO A53 (Electric Black, 128 GB)",6 GB,128 GB,3971,282,4.3,9990,15490
"OPPO A53 (Electric Black, 64 GB)",4 GB,64 GB,19106,1188,4.4,17990,12990
"OPPO A53 (Fairy White, 128 GB)",6 GB,128 GB,3981,282,4.3,2308,15490
"OPPO A53 (Fancy Blue, 64 GB)",4 GB,64 GB,342,33,3.8,,12990
"OPPO A5s (Black, 32 GB)",2 GB,32 GB,32370,2424,4.3,12990,8990
"OPPO A5s (Black, 64 GB)",4 GB,32 GB,5365,394,4.3,15990,10990
"OPPO A5s (Black, 64 GB)",4 GB,64 GB,37929,2415,4.4,1175,11980
"OPPO A5s (Blue, 32 GB)",2 GB,32 GB,5815,438,4.3,12990,8990
"OPPO A5s (Blue, 32 GB)",3 GB,32 GB,4478,352,4.4,,10590
"OPPO A5s (Blue, 64 GB)",4 GB,64 GB,37929,2415,4.4,,11450
"OPPO A5s (Gold, 64 GB)",4 GB,64 GB,5365,394,4.3,15990,10990
"OPPO A5s (Green, 64 GB)",4 GB,32 GB,5365,394,4.3,15990,10990
"OPPO A9 2020 (Marine Green, 128 GB)",4 GB,128 GB,31725,2948,4.3,18990,13990
"OPPO A9 2020 (Marine Green, 128 GB)",8 GB,128 GB,57966,5155,4.3,30990,15990
"OPPO A9 2020 (Marine Green, 128 GB)",8 GB,64 GB,11436,977,4.3,21990,15990
"OPPO A9 2020 (Space Purple, 128 GB)",4 GB,64 GB,31725,2948,4.3,18990,13990
"OPPO A9 2020 (Space Purple, 128 GB)",8 GB,64 GB,11436,977,4.3,21990,15990
"OPPO F15 (Blazing Blue, 128 GB)",4 GB,128 GB,38035,3230,4.4,,15990
"OPPO F15 (Blazing Blue, 128 GB)",8 GB,128 GB,10277,936,4.4,22990,18990
"OPPO F15 (Lightening Black, 128 GB)",4 GB,128 GB,38035,3230,4.4,,15990
"OPPO F15 (Unicorn White, 128 GB)",4 GB,128 GB,38035,3230,4.4,,15990
"OPPO F15 (Unicorn White, 128 GB)",8 GB,64 GB,10277,936,4.4,22990,18990
"OPPO F17 (Classic Silver, 128 GB)",6 GB,128 GB,4491,356,4.2,660,16990
"OPPO F17 (Dynamic Orange, 128 GB)",8 GB,128 GB,685,51,4.3,19999,18479
"OPPO F17 (Navy Blue, 128 GB)",6 GB,128 GB,4491,356,4.2,9689,16990
"OPPO F17 (Navy Blue, 128 GB)",8 GB,128 GB,685,51,4.3,27990,17383
"OPPO F17 Pro (Magic Blue, 128 GB)",8 GB,128 GB,7382,561,4.4,2399,21490
"OPPO F17 Pro (Matte Black, 128 GB)",8 GB,128 GB,7382,561,4.4,899,21490
"OPPO F17 Pro (Metallic White, 128 GB)",8 GB,128 GB,7382,561,4.4,,21490
"OPPO F19 Pro (Crystal Silver, 128 GB)",8 GB,128 GB,202,10,4.4,23990,21490
"OPPO F19 Pro (Fluid Black, 128 GB)",8 GB,128 GB,202,10,4.4,23990,21490
"OPPO F19PRO+ (Space Silver, 128 GB)",8 GB,128 GB,31000,2519,4.4,1662,25890
"OPPO Reno2 F (Lake Green, 256 GB)",6 GB,256 GB,74000,6737,4.4,19990,17990
"OPPO Reno2 F (Lake Green, 256 GB)",6 GB,256 GB,73999,6737,4.4,,17990
"OPPO Reno2 F (Sky White, 256 GB)",6 GB,256 GB,73999,6737,4.4,,17990
"Panasonic ELUGA I6 (Black, 16 GB)",2 GB,16 GB,8353,867,3.7,27999,5001
"Panasonic Eluga I7 (Black, 16 GB)",2 GB,16 GB,5824,592,3.7,15999,5005
"Panasonic Eluga I8 (Charcoal Black, 32 GB)",3 GB,32 GB,1898,225,3.9,7999,6999
PHILIPS E102A,32 MB,32 MB,49,11,3.8,7999,1093
PHILIPS E102A,32 MB,32 MB,49,11,3.8,,1093
"POCO C3 (Arctic Blue, 32 GB)",3 GB,32 GB,187773,13231,4.3,9999,7499
"POCO C3 (Arctic Blue, 64 GB)",4 GB,64 GB,131468,8150,4.3,10999,8499
"POCO C3 (Lime Green, 32 GB)",3 GB,32 GB,187774,13231,4.3,19990,7499
"POCO C3 (Lime Green, 64 GB)",4 GB,64 GB,131468,8150,4.3,10999,8499
"POCO C3 (Matte Black, 32 GB)",3 GB,32 GB,187773,13231,4.3,9999,7499
"POCO C3 (Matte Black, 64 GB)",4 GB,64 GB,131468,8150,4.3,10999,8499
"POCO M2 (Brick Red, 128 GB)",6 GB,128 GB,337780,25670,4.3,14999,10999
"POCO M2 (Brick Red, 64 GB)",6 GB,64 GB,337780,25670,4.3,12999,9999
"POCO M2 (Pitch Black, 128 GB)",6 GB,128 GB,337781,25670,4.3,14999,10999
"POCO M2 (Pitch Black, 64 GB)",6 GB,64 GB,337780,25670,4.3,12999,9999
"POCO M2 (Slate Blue, 64 GB)",6 GB,64 GB,337780,25670,4.3,12999,9999
"POCO M2 Pro (Green and Greener, 128 GB)",6 GB,128 GB,244292,24651,4.4,1350,15999
"POCO M2 Pro (Green and Greener, 64 GB)",4 GB,64 GB,175236,17893,4.4,16999,12999
"POCO M2 Pro (Green and Greener, 64 GB)",6 GB,64 GB,244292,24651,4.4,17999,13999
"POCO M2 Pro (Out of the Blue, 64 GB)",4 GB,64 GB,174977,17866,4.4,16999,12999
"POCO M2 Pro (Out of the Blue, 64 GB)",6 GB,64 GB,244292,24651,4.4,17999,13999
"POCO M2 Pro (Two Shades of Black, 128 GB)",6 GB,128 GB,244292,24651,4.4,2499,15999
"POCO M2 Pro (Two Shades of Black, 64 GB)",4 GB,64 GB,175237,17893,4.4,16999,12999
"POCO M2 Pro (Two Shades of Black, 64 GB)",6 GB,64 GB,244292,24651,4.4,17999,13999
"POCO M3 (Cool Blue, 128 GB)",6 GB,128 GB,58291,4767,4.3,14999,11999
"POCO M3 (Cool Blue, 64 GB)",6 GB,64 GB,58291,4767,4.3,12999,10999
"POCO M3 (Power Black, 128 GB)",6 GB,128 GB,58291,4767,4.3,14999,11999
"POCO M3 (Power Black, 64 GB)",6 GB,64 GB,57727,4707,4.3,12999,10999
"POCO M3 (Yellow, 128 GB)",6 GB,128 GB,58291,4767,4.3,14999,11999
"POCO M3 (Yellow, 64 GB)",6 GB,64 GB,57727,4707,4.3,12999,10999
"POCO X2 (Atlantis Blue, 128 GB)",6 GB,64 GB,133486,14732,4.5,19999,18499
"POCO X2 (Atlantis Blue, 256 GB)",8 GB,64 GB,42062,4824,4.5,22999,21499
"POCO X2 (Atlantis Blue, 64 GB)",6 GB,64 GB,255202,27867,4.5,12162,14999
"POCO X2 (Atlantis Blue, 64 GB)",6 GB,64 GB,133486,14732,4.5,18999,17499
"POCO X2 (Matrix Purple, 128 GB)",6 GB,128 GB,255284,27873,4.5,19999,15999
"POCO X2 (Matrix Purple, 128 GB)",6 GB,128 GB,143,15,3.5,940,15999
"POCO X2 (Matrix Purple, 128 GB)",6 GB,64 GB,133486,14732,4.5,19999,18499
"POCO X2 (Matrix Purple, 64 GB)",6 GB,64 GB,255284,27873,4.5,19999,14999
"POCO X2 (Matrix Purple, 64 GB)",6 GB,64 GB,133486,14732,4.5,18999,17499
"POCO X2 (Phoenix Red, 128 GB)",6 GB,128 GB,255284,27873,4.5,10999,15999
"POCO X2 (Phoenix Red, 128 GB)",6 GB,128 GB,255202,27867,4.5,,15999
"POCO X2 (Phoenix Red, 64 GB)",6 GB,64 GB,255284,27873,4.5,18999,14999
"POCO X3 (Cobalt Blue, 128 GB)",6 GB,128 GB,136297,13720,4.4,20999,17999
"POCO X3 (Cobalt Blue, 128 GB)",8 GB,128 GB,22209,2176,4.3,22999,19999
"POCO X3 (Cobalt Blue, 64 GB)",6 GB,64 GB,136298,13720,4.4,19999,16999
"POCO X3 (Shadow Gray, 128 GB)",6 GB,128 GB,135918,13678,4.4,20999,17999
"POCO X3 (Shadow Gray, 128 GB)",8 GB,128 GB,22209,2176,4.3,22999,19999
"realme 3 (Black, 32 GB)",3 GB,32 GB,451638,44037,4.5,1099,8499
"realme 3 (Black, 64 GB)",4 GB,64 GB,171675,16639,4.4,9999,10499
"realme 3 (Diamond Red, 32 GB)",3 GB,32 GB,451638,44037,4.5,12758,8499
"realme 3 (Diamond Red, 64 GB)",4 GB,64 GB,171675,16639,4.4,10999,9499
"realme 3 (Dynamic Black, 64 GB)",3 GB,64 GB,451638,44037,4.5,11499,9499
"realme 3 (Dynamic Black, 64 GB)",4 GB,64 GB,171675,16639,4.4,8499,10499
"realme 3 (Radiant Blue, 32 GB)",3 GB,32 GB,451638,44037,4.5,10999,8499
"realme 3 (Radiant Blue, 64 GB)",3 GB,64 GB,451638,44037,4.5,12999,9499
"realme 3i (Diamond Black, 32 GB)",3 GB,32 GB,296035,26267,4.4,8999,8499
"realme 3i (Diamond Blue, 32 GB)",3 GB,32 GB,296008,26266,4.4,,8499
"realme 3i (Diamond Blue, 64 GB)",4 GB,64 GB,77562,6570,4.4,24999,10499
"realme 3i (Diamond Red, 32 GB)",3 GB,32 GB,296035,26267,4.4,8999,8499
"realme 3i (Diamond Red, 64 GB)",4 GB,64 GB,77562,6570,4.4,23999,10499
"realme 5 Pro (Chroma White, 64 GB)",6 GB,64 GB,114628,11102,4.5,,14999
"realme 5 Pro (Sparkling Blue, 128 GB)",8 GB,128 GB,79579,7821,4.5,18999,16999
"realme 5 Pro (Sparkling Blue, 64 GB)",6 GB,64 GB,114628,11102,4.5,15999,14999
"realme 5 Pro (Sparkling Blue, 64 GB)",6 GB,64 GB,114628,11102,4.5,,14999
"Realme 5i (Aqua Blue, 64 GB)",4 GB,64 GB,243106,16497,4.5,10999,10999
"Realme 5i (Forest Green, 64 GB)",4 GB,64 GB,243106,16497,4.5,10999,10999
"Realme 6 (Comet Blue, 128 GB)",6 GB,128 GB,30622,3002,4.4,16999,16999
"realme 6 (Comet Blue, 64 GB)",4 GB,64 GB,83671,8876,4.4,,13999
"Realme 6 (Comet Blue, 64 GB)",4 GB,64 GB,59665,6337,4.4,14999,14999
"Realme 6 (Comet Blue, 64 GB)",6 GB,64 GB,30619,3002,4.4,17999,15999
"Realme 6 (Comet White, 128 GB)",6 GB,64 GB,30620,3002,4.4,16999,16999
"Realme 6 (Comet White, 128 GB)",8 GB,128 GB,23466,2363,4.4,17999,17999
"Realme 6 (Comet White, 64 GB)",4 GB,64 GB,59665,6337,4.4,14999,14999
"realme 6 (Comet White, 64 GB)",6 GB,64 GB,173283,16307,4.4,17999,14999
"Realme 6 (Comet White, 64 GB)",6 GB,64 GB,30619,3002,4.4,17999,15999
"Realme 6 Pro (Lightning Blue, 128 GB)",6 GB,128 GB,27363,2887,4.5,18999,18999
"realme 6 Pro (Lightning Blue, 128 GB)",8 GB,128 GB,29804,3507,4.4,13896,19999
"realme 6 Pro (Lightning Blue, 128 GB)",8 GB,128 GB,29804,3507,4.4,,19999
"Realme 6 Pro (Lightning Blue, 64 GB)",6 GB,16 GB,27363,2887,4.5,17999,17999
"Realme 6 Pro (Lightning Orange, 128 GB)",6 GB,128 GB,27365,2887,4.5,18999,18999
"Realme 6 Pro (Lightning Orange, 128 GB)",6 GB,64 GB,27363,2887,4.5,18999,18999
"Realme 6 Pro (Lightning Orange, 128 GB)",8 GB,128 GB,14361,1671,4.4,19999,19999
"realme 6 Pro (Lightning Orange, 64 GB)",6 GB,64 GB,58242,6362,4.4,1907,17999
"Realme 6 Pro (Lightning Orange, 64 GB)",6 GB,64 GB,27363,2887,4.5,17999,17999
"realme 6i (Eclipse Black, 64 GB)",4 GB,64 GB,58780,6265,4.4,,12999
"realme 6i (Eclipse Black, 64 GB)",6 GB,64 GB,80238,7369,4.4,15999,13999
"realme 6i (Lunar White, 64 GB)",4 GB,64 GB,58780,6265,4.4,1849,12999
"realme 6i (Lunar White, 64 GB)",6 GB,64 GB,80238,7369,4.4,3514,13999
"realme 7 (Mist Blue, 128 GB)",8 GB,128 GB,65910,6614,4.3,20999,16999
"realme 7 (Mist Blue, 64 GB)",6 GB,64 GB,218078,21657,4.3,17999,14999
"realme 7 (Mist White, 128 GB)",8 GB,128 GB,66083,6629,4.3,20999,16999
"realme 7 (Mist White, 64 GB)",6 GB,64 GB,218312,21683,4.3,17999,14999
"realme 7 Pro (Mirror Blue, 128 GB)",6 GB,128 GB,71484,7395,4.4,20999,19999
"realme 7 Pro (Mirror Blue, 128 GB)",8 GB,128 GB,29091,2835,4.4,22999,21999
"realme 7 Pro (Mirror Silver, 128 GB)",6 GB,128 GB,71484,7395,4.4,20999,19999
"realme 7 Pro (Mirror Silver, 128 GB)",8 GB,128 GB,29091,2835,4.4,22999,21999
"realme 7 Pro (Sun Kissed Leather, 128 GB)",8 GB,128 GB,984,111,4.1,7999,21999
"realme 7i (Fusion Blue, 128 GB)",4 GB,128 GB,244595,18016,4.3,14999,12999
"realme 7i (Fusion Blue, 64 GB)",4 GB,64 GB,244595,18016,4.3,13999,11999
"realme 7i (Fusion Green, 128 GB)",4 GB,128 GB,244595,18016,4.3,14999,12999
"realme 7i (Fusion Green, 64 GB)",4 GB,64 GB,244595,18016,4.3,13999,11999
"Realme C11 (Rich Green, 32 GB)",2 GB,128 GB,17476,1209,4.6,8999,7499
"realme C11 (Rich Green, 32 GB)",2 GB,32 GB,408675,27255,4.4,8999,7499
"realme C11 (Rich Grey, 32 GB)",2 GB,32 GB,408675,27255,4.4,8999,7499
"Realme C11 (Rich Grey, 32 GB)",2 GB,32 GB,17476,1209,4.6,8999,7499
"realme C12 (Power Blue, 32 GB)",3 GB,32 GB,237127,14622,4.4,10999,8999
"realme C12 (Power Blue, 64 GB)",4 GB,64 GB,6472,342,4.4,10999,9999
"realme C12 (Power Silver, 32 GB)",3 GB,32 GB,237127,14622,4.4,10999,8999
"realme C12 (Power Silver, 64 GB)",4 GB,64 GB,6472,342,4.4,10999,9999
"realme C15 (Power Blue, 32 GB)",3 GB,32 GB,41681,3092,4.3,11999,9999
"realme C15 (Power Blue, 64 GB)",4 GB,64 GB,104902,6473,4.4,12999,10999
"realme C15 (Power Silver, 32 GB)",3 GB,32 GB,41681,3092,4.3,11999,9999
"realme C15 (Power Silver, 64 GB)",4 GB,64 GB,104902,6473,4.4,12999,10999
"realme C15 Qualcomm Edition (Power Blue, 32 GB)",3 GB,32 GB,2206,134,4.3,11999,9999
"realme C15 Qualcomm Edition (Power Blue, 64 GB)",4 GB,64 GB,44802,2513,4.4,12999,10999
"realme C15 Qualcomm Edition (Power Silver, 32 GB)",3 GB,32 GB,2206,134,4.3,11999,9999
"realme C15 Qualcomm Edition (Power Silver, 64 GB)",4 GB,64 GB,44802,2513,4.4,12999,10999
"Realme C2 (Diamond Black, 32 GB)",2 GB,32 GB,805006,66292,4.4,7999,6999
"Realme C2 (Diamond Black, 32 GB)",3 GB,32 GB,133935,10009,4.4,8999,7499
"Realme C2 (Diamond Blue, 32 GB)",2 GB,32 GB,805006,66292,4.4,7999,6999
"Realme C2 (Diamond Blue, 32 GB)",3 GB,32 GB,133935,10009,4.4,8999,7499
"Realme C2 (Diamond Ruby, 32 GB)",3 GB,32 GB,133935,10009,4.4,8999,7499
"Realme C2 (Diamond Sapphire, 32 GB)",3 GB,32 GB,133935,10009,4.4,8999,7499
"realme C3 (Blazing Red, 32 GB)",3 GB,32 GB,134812,10263,4.4,,8999
"Realme C3 (Blazing Red, 32 GB)",3 GB,32 GB,67430,5102,4.5,8999,8999
"realme C3 (Blazing Red, 64 GB)",4 GB,64 GB,11972,605,4.4,,9999
"realme C3 (Frozen Blue, 32 GB)",3 GB,32 GB,134812,10263,4.4,13999,8999
"Realme C3 (Frozen Blue, 32 GB)",3 GB,32 GB,67430,5102,4.5,8999,8999
"realme C3 (Frozen Blue, 64 GB)",4 GB,64 GB,185488,13248,4.4,15990,9999
"Realme C3 (Frozen Blue, 64 GB)",4 GB,64 GB,117862,8088,4.5,9999,9999
"Realme Narzo 10 (That Blue, 128 GB)",4 GB,128 GB,74661,5759,4.5,12999,11999
"Realme Narzo 10 (That Green, 128 GB)",4 GB,128 GB,74661,5759,4.5,12999,11999
"Realme Narzo 10 (That White, 128 GB)",4 GB,32 GB,74661,5759,4.5,12999,11999
"Realme Narzo 10A (So Blue, 32 GB)",3 GB,64 GB,42968,2926,4.6,9999,8999
"Realme Narzo 10A (So Blue, 64 GB)",4 GB,64 GB,17313,1129,4.6,10999,9999
"Realme Narzo 10A (So White, 32 GB)",3 GB,32 GB,42968,2926,4.6,9999,8999
"Realme Narzo 10A (So White, 64 GB)",4 GB,32 GB,17313,1129,4.6,10999,9999
"realme Narzo 20 (Glory Silver, 128 GB)",4 GB,128 GB,361701,28306,4.3,13999,11499
"realme Narzo 20 (Glory Silver, 64 GB)",4 GB,64 GB,361701,28306,4.3,12999,10499
"realme Narzo 20 (Victory Blue, 128 GB)",4 GB,128 GB,361701,28306,4.3,13999,11499
"realme Narzo 20 (Victory Blue, 64 GB)",4 GB,64 GB,361701,28306,4.3,12999,10499
"realme Narzo 20 Pro (Black Ninja, 128 GB)",8 GB,128 GB,42550,3535,4.3,18999,16999
"realme Narzo 20 Pro (Black Ninja, 64 GB)",6 GB,64 GB,79015,6272,4.3,16999,14999
"realme Narzo 20 Pro (White Knight, 128 GB)",8 GB,128 GB,42550,3535,4.3,18999,16999
"realme Narzo 20 Pro (White Knight, 64 GB)",6 GB,64 GB,79015,6272,4.3,16999,14999
"realme Narzo 20A (Glory Silver, 32 GB)",3 GB,32 GB,68209,5300,4.3,10999,8499
"realme Narzo 20A (Glory Silver, 64 GB)",4 GB,64 GB,168591,10519,4.4,11999,9499
"realme Narzo 20A (Victory Blue, 32 GB)",3 GB,32 GB,68321,5311,4.3,10999,8499
"realme Narzo 20A (Victory Blue, 64 GB)",4 GB,64 GB,168591,10519,4.4,11999,9499
"realme Narzo 30 Pro 5G (Blade Silver, 128 GB)",8 GB,128 GB,1784,191,4.3,21999,19999
"realme Narzo 30 Pro 5G (Blade Silver, 64 GB)",6 GB,64 GB,4725,376,4.5,18999,16999
"realme Narzo 30 Pro 5G (Sword Black, 128 GB)",8 GB,128 GB,1784,191,4.3,21999,19999
"realme Narzo 30 Pro 5G (Sword Black, 64 GB)",6 GB,64 GB,4725,376,4.5,18999,16999
"realme Narzo 30A (Laser Black, 32 GB)",3 GB,32 GB,5384,261,4.6,9999,8999
"realme Narzo 30A (Laser Black, 64 GB)",4 GB,64 GB,8243,468,4.5,10999,9999
"realme Narzo 30A (Laser Blue, 32 GB)",3 GB,32 GB,5384,261,4.6,9999,8999
"realme Narzo 30A (Laser Blue, 64 GB)",4 GB,64 GB,8453,479,4.5,10999,9999
"realme X (Garlic, 128 GB)",8 GB,128 GB,1381,147,4.1,,20999
"realme X (Onion, 128 GB)",8 GB,128 GB,43139,5224,4.5,,20999
"realme X (Space Blue, 128 GB)",4 GB,128 GB,106325,13649,4.5,,17999
"realme X (Space Blue, 128 GB)",8 GB,128 GB,43145,5224,4.5,20990,20999
"realme X (Space Blue, 128 GB)",8 GB,128 GB,43139,5224,4.5,,20999
"realme X (Super Polar White, 128 GB)",8 GB,128 GB,43145,5224,4.5,,21999
"realme X2 (Pearl Blue, 128 GB)",8 GB,128 GB,44921,5192,4.5,,20999
"realme X2 (Pearl Green, 128 GB)",6 GB,128 GB,22282,2558,4.5,,19999
"realme X2 (Pearl Green, 128 GB)",8 GB,128 GB,44921,5192,4.5,,20999
"realme X2 (Pearl White, 128 GB)",6 GB,128 GB,22282,2558,4.5,,19999
"realme X3 (Arctic White, 128 GB)",6 GB,128 GB,2502,318,4.4,2399,24999
"realme X3 SuperZoom (Arctic White, 128 GB)",8 GB,128 GB,6892,770,4.4,,27999
"realme X3 SuperZoom (Arctic White, 256 GB)",12 GB,256 GB,2004,252,4.3,,32999
"realme X3 SuperZoom (Glacier Blue, 128 GB)",8 GB,128 GB,6892,770,4.4,,27999
"realme X3 SuperZoom (Glacier Blue, 256 GB)",12 GB,256 GB,2004,252,4.3,,32999
"realme X3 SuperZoom (Glacier Blue, 256 GB)",8 GB,256 GB,6892,770,4.4,,29999
"realme X7 5G (Nebula, 128 GB)",6 GB,128 GB,13219,1342,4.4,21999,19999
"realme X7 5G (Space Silver, 128 GB)",6 GB,128 GB,13219,1342,4.4,21999,19999
"realme X7 5G (Space Silver, 128 GB)",8 GB,128 GB,2403,197,4.4,23999,21999
